time,Temperature,Salinity,Oxygen Electrode,Oxygen Saturation
2000-01,10.39,21.305,9.2,88.0
2000-02,11.74,14.36,10.05,89.0
2000-03,11.545,2.56,11.0,84.5
2000-04,14.13,15.61,8.8,94.0
2000-05,15.175,16.52,8.8,84.0
2000-06,18.020000000000003,20.215,8.4,89.0
2000-07,18.485,22.87,7.3,91.0
2000-08,18.939999999999998,23.28,7.5,90.0
2000-09,18.165,23.41,7.9,80.0
2000-10,17.615000000000002,26.255,7.25,88.0
2000-11,14.53,26.625,8.1,89.0
2000-12,11.46,28.365000000000002,8.0,88.0
2001-02,10.635000000000002,20.615000000000002,9.7,92.5
2001-03,15.13,13.26,8.3,92.0
2001-04,14.94,17.57,9.100000000000001,98.5
2001-05,19.0,20.64,14.8,90.0
2001-06,20.005000000000003,22.67,8.7,92.0
2001-07,18.75,25.685000000000002,8.6,96.5
2001-09,18.634999999999998,26.744999999999997,8.3,96.0
2001-10,18.0,25.42,8.25,94.5
2001-11,13.774999999999999,26.515,9.1,90.0
2002-01,10.19,18.64,9.5,92.0
2002-03,11.785,12.82,9.6,93.0
2002-04,15.64,15.540000000000001,8.7,93.0
2002-05,15.425,22.5,8.6,97.5
2002-06,18.295,16.47,8.2,96.0
2002-07,19.32,22.925,7.8,102.0
2002-08,18.979999999999997,26.615000000000002,7.65,93.0
2002-09,19.490000000000002,23.995,7.7,93.0
2002-10,18.36,26.775,7.45,90.0
2002-11,15.14,24.119999999999997,8.3,91.0
2002-12,12.7,25.345,8.6,90.0
2003-01,10.504999999999999,10.219999999999999,9.8,90.5
2003-02,12.33,18.765,9.1,87.0
2003-03,14.19,20.625,8.8,88.0
2003-04,14.34,16.115000000000002,8.8,89.0
2003-05,17.34,9.01,7.9,83.0
2003-06,18.52,12.84,8.1,88.0
2003-07,20.425,19.689999999999998,7.3,87.0
2003-08,20.92,19.63,7.3,88.0
2003-09,19.515,24.895,7.25,90.0
2003-10,17.494999999999997,26.875,7.8,91.0
2003-11,14.17,25.56,8.2,97.0
2003-12,11.295,20.665,9.1,94.5
2004-01,10.105,12.775,9.7,91.0
2004-02,11.0,14.83,9.45,91.5
2004-03,12.49,7.755,9.4,91.0
2004-04,14.995000000000001,12.31,8.7,92.0
2004-05,17.92,18.810000000000002,7.9,92.0
2004-06,19.240000000000002,20.994999999999997,7.6,91.0
2004-07,19.945,25.335,7.6,98.0
2004-08,19.85,25.955,7.5,96.0
2004-09,20.765,25.04,8.0,103.0
2004-11,15.245000000000001,24.88,7.8,92.0
2004-12,12.225,25.380000000000003,8.1,90.0
2005-01,10.685,20.990000000000002,8.7,91.0
2005-02,13.08,21.08,7.95,90.0
2005-03,14.725000000000001,19.665,7.4,91.0
2005-04,14.78,8.32,7.2,89.0
2005-05,16.625,11.385,6.4,89.0
2005-06,17.990000000000002,15.875,6.0,87.0
2005-09,19.28,22.520000000000003,7.4,90.0
2005-10,17.33,26.130000000000003,7.5,92.0
2005-11,15.42,26.145,7.7,91.0
2005-12,11.63,23.0,8.2,89.0
2006-01,11.035,4.035,8.9,84.0
2006-02,12.295,15.71,8.5,84.0
2006-03,10.815000000000001,5.71,9.7,86.0
2006-04,12.98,2.66,9.3,81.0
2006-05,16.915,6.6899999999999995,8.2,88.5
2006-07,19.91,19.105,7.6,94.5
2006-08,19.71,22.2,7.5,90.0
2006-09,18.5,23.705,7.3,91.0
2006-10,16.4,25.515,7.6,90.0
2006-11,14.875,25.165,8.0,90.0
2006-12,11.594999999999999,23.19,8.75,91.0
2007-01,9.7,21.595,9.2,94.0
2007-02,10.085,22.25,8.9,90.0
2007-03,12.07,17.33,9.05,94.0
2007-04,14.59,20.41,8.2,93.0
2007-07,20.525,21.25,7.1,93.0
2007-09,19.939999999999998,27.04,6.65,88.5
2007-10,15.98,27.03,7.5,92.0
2007-11,14.95,27.13,7.6,90.0
2007-12,11.4,27.52,8.2,92.0
2008-02,10.045,12.434999999999999,9.2,90.5
2008-03,13.295,15.344999999999999,8.6,94.0
2008-05,15.364999999999998,21.015,7.85,91.0
2008-06,18.18,23.6,7.5,94.0
2008-07,20.060000000000002,26.189999999999998,7.1,93.0
2008-08,19.755000000000003,24.82,7.2,91.0
2008-09,19.299999999999997,26.35,7.1,89.0
2008-10,16.564999999999998,28.695,7.05,87.0
2008-11,15.23,25.875,7.8,91.0
2008-12,10.78,26.835,8.5,90.0
2009-01,10.05,25.605,8.95,93.0
2009-02,10.945,25.555,8.5,92.0
2009-03,12.295,11.559999999999999,9.0,88.5
2009-04,13.614999999999998,17.16,8.8,94.0
2009-05,17.21,20.525,8.0,95.5
2009-06,19.39,21.17,7.5,91.0
2009-07,19.235,25.65,7.35,93.5
2009-08,18.96,26.505000000000003,7.225,90.25
2009-09,19.9,26.05,7.1,87.0
2009-10,15.2,26.384999999999998,7.75,91.0
2009-11,13.855,25.375,7.7,88.0
2009-12,11.844999999999999,26.54,8.05,88.5
2010-01,10.254999999999999,23.7,8.8,91.0
2010-02,12.5,16.185,8.7,89.0
2010-03,14.515,20.475,8.2,93.0
2010-04,13.565,19.525,8.55,95.0
2010-05,15.455,15.66,8.05,91.5
2010-06,19.04,13.765,7.7,89.0
2010-07,18.59,20.285,7.65,93.0
2010-08,18.375,25.585,7.7,93.5
2010-09,18.6,25.604999999999997,7.3,93.0
2010-10,15.97,26.55,7.75,91.0
2010-12,11.72,23.81,8.350000000000001,90.0
2011-01,8.65,12.01,10.0,89.0
2011-02,11.065000000000001,16.02,9.1,90.0
2011-03,10.89,1.67,10.0,89.0
2011-04,14.864999999999998,5.140000000000001,8.75,88.5
2011-06,17.07,15.655000000000001,8.1,91.0
2011-07,17.755000000000003,19.75,7.9,93.0
2011-08,19.310000000000002,19.21,7.6,93.0
2011-09,18.645000000000003,22.384999999999998,7.8,97.0
2011-10,18.52,21.39,7.7,95.5
2011-11,13.82,25.0,7.7,89.0
2011-12,10.78,26.119999999999997,8.05,90.0
2012-01,10.65,27.005000000000003,8.4,91.0
2012-02,11.274999999999999,26.295,8.5,91.5
2012-03,11.565000000000001,21.54,8.6,92.0
2012-04,12.855,19.64,8.2,87.0
2012-05,17.88,18.29,7.8,92.0
2012-06,19.28,21.689999999999998,7.6,94.0
2012-07,18.990000000000002,22.77,7.5,92.0
2012-08,19.395,20.77,7.5,93.0
2012-09,18.365000000000002,27.240000000000002,7.5,96.0
2012-10,18.174999999999997,25.455,7.2,90.0
2012-11,16.915,25.42,7.5,91.0
2012-12,14.285,19.325000000000003,8.2,89.5
2013-01,8.719999999999999,15.955000000000002,9.25,87.0
2013-02,11.315000000000001,22.94,8.5,91.0
2013-03,13.51,23.825,8.0,91.0
2013-04,14.805,25.16,7.6,89.0
2013-07,19.27,23.4,7.2,93.0
2013-08,20.1,26.525,7.2,93.0
2013-09,18.305,26.465,7.4,92.0
2013-10,15.765,27.740000000000002,7.35,88.0
2013-11,13.85,27.68,7.7,88.0
2013-12,12.425,29.305,7.7,87.0
2014-01,10.75,27.47,8.5,91.0
2014-02,11.86,25.045,8.7,93.0
